,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
245,Mahatma Gandhi Road,12.9730154,77.6166123,The Tao Terraces,12.973372054162013,77.6203488538162,Thai Restaurant
246,Mahatma Gandhi Road,12.9730154,77.6166123,The Bombay Store,12.973301848239167,77.61996923294485,Arts & Crafts Store
247,Mahatma Gandhi Road,12.9730154,77.6166123,The Grill House,12.974886686867837,77.62008666505012,Steakhouse
248,Mahatma Gandhi Road,12.9730154,77.6166123,Royal Orchid Central,12.974892507373953,77.61533704442004,Hotel
249,Mahatma Gandhi Road,12.9730154,77.6166123,1 MG Road,12.973476023616385,77.62013652801762,Shopping Mall
250,Mahatma Gandhi Road,12.9730154,77.6166123,Memories Of China,12.973100905341456,77.61991146090455,Chinese Restaurant
251,Mahatma Gandhi Road,12.9730154,77.6166123,TGI Fridays,12.972714205431535,77.61972866822914,American Restaurant
252,Mahatma Gandhi Road,12.9730154,77.6166123,Fort Kochi,12.973640384761852,77.61984615338709,Kerala Restaurant
253,Mahatma Gandhi Road,12.9730154,77.6166123,The Park Hotel,12.97373919262414,77.61976618750536,Hotel
254,Mahatma Gandhi Road,12.9730154,77.6166123,Oxford book store,12.973419544452739,77.6201187836756,Bookstore
255,Mahatma Gandhi Road,12.9730154,77.6166123,Jack and Jones,12.973074888458994,77.6199020986573,Clothing Store
256,Mahatma Gandhi Road,12.9730154,77.6166123,Poolside @ Vivanta by Taj,12.973551444324418,77.6199020986573,Pool
257,Mahatma Gandhi Road,12.9730154,77.6166123,"Clarks@ 1,MG Road",12.973564339874105,77.61993566580608,Shoe Store
258,Mahatma Gandhi Road,12.9730154,77.6166123,Aldo,12.973300750224091,77.62000839459411,Shoe Store
259,Mahatma Gandhi Road,12.9730154,77.6166123,Fab India,12.973664341171203,77.62011469043053,Furniture / Home Store
260,Mahatma Gandhi Road,12.9730154,77.6166123,MAC,12.973464448966817,77.62023150381088,Cosmetics Shop
261,Mahatma Gandhi Road,12.9730154,77.6166123,Cafe Felix,12.97390366073798,77.62033903022969,Restaurant
262,Mahatma Gandhi Road,12.9730154,77.6166123,The Lobby Brew,12.975393,77.620325,Coffee Shop
263,Mahatma Gandhi Road,12.9730154,77.6166123,Radisson Bengaluru City Center,12.976324,77.619726,Hotel
264,Maruthi Sevanagar,13.0026552,77.6347376,Orion East,13.001547220169341,77.63261859143057,Shopping Mall
265,Maruthi Sevanagar,13.0026552,77.6347376,Cinépolis,13.001440817072536,77.63261545898193,Multiplex
266,Maruthi Sevanagar,13.0026552,77.6347376,McDonald's,13.003075804550535,77.63164439519004,Fast Food Restaurant
267,Maruthi Sevanagar,13.0026552,77.6347376,Shoppers Stop - Orion East,13.001656,77.63275,Clothing Store
268,Maruthi Sevanagar,13.0026552,77.6347376,Food Court @ Orion East,13.00133530617222,77.63263710027569,Fast Food Restaurant
269,Maruthi Sevanagar,13.0026552,77.6347376,Reliance Fresh,13.001457627216238,77.63071169477355,Department Store
270,Medimallasandra,12.9523031,77.830108,Kalkunte,12.948613729880398,77.83078422863555,Scenic Lookout
271,Museum Road,12.9717765,77.6043796,The Only Place,12.973304749768188,77.60351382365401,Steakhouse
272,Museum Road,12.9717765,77.6043796,Truffles - Ice & Spice,12.971801622357315,77.60103059863826,Burger Joint
273,Museum Road,12.9717765,77.6043796,Blossom Book House,12.975041955414428,77.60481252972643,Bookstore
274,Museum Road,12.9717765,77.6043796,Natural Ice Cream,12.971377630166776,77.60098865044374,Ice Cream Shop
275,Museum Road,12.9717765,77.6043796,Brik Oven,12.974756704916391,77.60544131076117,Pizza Place
276,Museum Road,12.9717765,77.6043796,The 13th Floor,12.975363633712803,77.60499494028885,Lounge
277,Museum Road,12.9717765,77.6043796,MTR 1924,12.9721959784241,77.60099037631942,Indian Restaurant
278,Museum Road,12.9717765,77.6043796,Fitness First,12.971153055867344,77.60700961067565,Gym
279,Museum Road,12.9717765,77.6043796,Matteo,12.974496161362197,77.60711549239568,Café
280,Museum Road,12.9717765,77.6043796,Big Straw,12.972729368910825,77.60120119003396,Bubble Tea Shop
281,Museum Road,12.9717765,77.6043796,Starbucks,12.974435613139992,77.60730764890275,Coffee Shop
282,Museum Road,12.9717765,77.6043796,Oh Calcutta,12.97140529286284,77.6009353892218,Indian Restaurant
283,Museum Road,12.9717765,77.6043796,M.G Road Boulevard,12.9757705183477,77.60397895324303,Plaza
284,Museum Road,12.9717765,77.6043796,The Entertainment Store,12.975412545526549,77.60304487409013,Toy / Game Store
285,Museum Road,12.9717765,77.6043796,Smally's RestoCafe,12.974411986951955,77.60723447212474,Café
286,Museum Road,12.9717765,77.6043796,Dunkin',12.972026028711571,77.60691105291704,Donut Shop
287,Museum Road,12.9717765,77.6043796,Church Street Social,12.975559069066918,77.60257885565107,Pub
288,Museum Road,12.9717765,77.6043796,Corner House,12.972979021383468,77.59997124258985,Ice Cream Shop
289,Museum Road,12.9717765,77.6043796,Khan Saheb,12.97158679203988,77.6068562640885,Fast Food Restaurant
290,Museum Road,12.9717765,77.6043796,The Egg Factory,12.972216885631681,77.60097774961763,Breakfast Spot
291,Museum Road,12.9717765,77.6043796,Hysteria,12.97484337251026,77.60542605852555,Music Store
292,Museum Road,12.9717765,77.6043796,Hotel Ballal Residency,12.971476261187934,77.60813638954173,Hotel
293,Museum Road,12.9717765,77.6043796,On The Edge,12.975423660018444,77.60504538523642,Lounge
294,Museum Road,12.9717765,77.6043796,Coast 2 Coast,12.975304562473212,77.6056246129467,Indian Restaurant
295,Museum Road,12.9717765,77.6043796,MTR Restaurant,12.972158540297588,77.60103860908832,South Indian Restaurant
296,Museum Road,12.9717765,77.6043796,Konark,12.969011723581469,77.60215558367422,Indian Restaurant
297,Museum Road,12.9717765,77.6043796,Bangalore Brew Works,12.968364852145388,77.60166199226902,Brewery
298,Museum Road,12.9717765,77.6043796,Green Theory,12.96831482138685,77.6028114844309,Vegetarian / Vegan Restaurant
299,Museum Road,12.9717765,77.6043796,Communiti,12.972617926460163,77.60822458087569,Brewery
300,Museum Road,12.9717765,77.6043796,Brigade Road,12.97386709238053,77.60695400750225,Road
301,Museum Road,12.9717765,77.6043796,Karavalli,12.971936640516144,77.60886915365143,Indian Restaurant
302,Museum Road,12.9717765,77.6043796,Cafe Mezzuna,12.971399305265924,77.60096022204796,Mediterranean Restaurant
303,Museum Road,12.9717765,77.6043796,Lakeview Milk Bar,12.976031202716689,77.60379126237875,Ice Cream Shop
304,Museum Road,12.9717765,77.6043796,Sapna Book House,12.97308963263944,77.6083070471474,Bookstore
305,Museum Road,12.9717765,77.6043796,Cafe Coffee Day Crossword,12.972734750862465,77.60793685913086,Coffee Shop
306,Museum Road,12.9717765,77.6043796,Sphyre,12.972418461797744,77.60844023238027,Hotel Bar
307,Museum Road,12.9717765,77.6043796,The Gateway Hotel Bangalore,12.972675278014396,77.60855842317099,Hotel
308,Museum Road,12.9717765,77.6043796,Downtown Pub,12.97271701014309,77.60854100207217,Pub
309,Museum Road,12.9717765,77.6043796,Grand Magrath Hotel,12.970247820171846,77.60783828915555,Restaurant
310,Museum Road,12.9717765,77.6043796,KFC,12.974593095383941,77.607798215483,Fried Chicken Joint
311,Museum Road,12.9717765,77.6043796,The Pub World,12.97287671554139,77.60884518983401,Pub
312,NAL,12.9667224,77.6537860625093,Laddoos,12.968608630550321,77.64964399895968,Indian Restaurant
313,NAL,12.9667224,77.6537860625093,Delicacy,12.96789714445816,77.65297959446143,Chinese Restaurant
314,NAL,12.9667224,77.6537860625093,Cafe Coffee Day,12.967722483002703,77.65435472554519,Café
315,NAL,12.9667224,77.6537860625093,Dakshin Cafe,12.968048153810187,77.65224643105164,Indian Restaurant
316,NAL,12.9667224,77.6537860625093,The Biryanis,12.96778592878806,77.6543703561135,Indian Restaurant
317,NAL,12.9667224,77.6537860625093,Malabar Hotel,12.967760855349725,77.65439877722774,Indian Restaurant
318,NAL,12.9667224,77.6537860625093,Kaayal,12.968258584178132,77.65053587974201,Indian Restaurant
319,NAL,12.9667224,77.6537860625093,Wang's Chinese Restaurant,12.967817628562,77.65449891510947,Chinese Restaurant
320,NAL,12.9667224,77.6537860625093,Amul Ice Cream,12.967828587382018,77.65363762016122,Dessert Shop
321,NAL,12.9667224,77.6537860625093,Bekal,12.967764195080635,77.65418396385115,Kerala Restaurant
322,NAL,12.9667224,77.6537860625093,Bob's,12.969481024040816,77.65183870680515,Indian Restaurant
323,NAL,12.9667224,77.6537860625093,Talk Over Table,12.968127978838787,77.6516552482342,Café
324,NAL,12.9667224,77.6537860625093,Swaad Punjabi Dhaba,12.9695473176071,77.6549287021136,Indian Restaurant
325,NAL,12.9667224,77.6537860625093,Sagar Foods bakery,12.967252,77.657902,Bakery
326,NAL,12.9667224,77.6537860625093,Mast Kalandar,12.968614217976924,77.64961604870123,Indian Restaurant
327,New Thippasandra,12.9736956,77.6536931,Plantain Leaf,12.971893328128434,77.65479791452063,Indian Restaurant
328,New Thippasandra,12.9736956,77.6536931,Chai Point,12.974730206596313,77.65569017578764,Food Truck
329,New Thippasandra,12.9736956,77.6536931,Kanti's,12.971869899336175,77.6548071402334,Dessert Shop
330,New Thippasandra,12.9736956,77.6536931,More,12.971677996822837,77.65558838776997,Grocery Store
331,New Thippasandra,12.9736956,77.6536931,HAL III Stage,12.971111664608955,77.65524275542121,Park
332,New Thippasandra,12.9736956,77.6536931,Swaad Punjabi Dhaba,12.9695473176071,77.6549287021136,Indian Restaurant
333,New Thippasandra,12.9736956,77.6536931,Sir.M.Vishwesharya Park,12.970437948756516,77.65069574466507,Park
334,New Thippasandra,12.9736956,77.6536931,Moti Mess,12.9720767796012,77.64945968649867,Indian Restaurant
335,Panathur,12.9351457,77.7047541,Fitness Zone,12.936139,77.703717,Athletics & Sports
336,Panathur,12.9351457,77.7047541,All Season,12.937030423867103,77.70260378403098,Department Store
337,Panathur,12.9351457,77.7047541,Belandur Road Railway Station,12.936792500642374,77.70722661770108,Train Station
338,Panathur,12.9351457,77.7047541,Bellandur Road,12.937149047851562,77.70718383789062,Train Station
339,Panathur,12.9351457,77.7047541,Greenfield Badmintion,12.931811,77.70341,Sports Club
340,Panathur,12.9351457,77.7047541,Star Bazzar,12.937305,77.70144,Supermarket
341,Panathur,12.9351457,77.7047541,Mahindra First Choice,12.937554,77.701584,Auto Workshop
342,R T Nagar,13.0251833,77.5920609,Huliyappa Donne Biryani,13.026804162097848,77.59075644606416,Indian Restaurant
343,R T Nagar,13.0251833,77.5920609,Pizza Hut,13.023233524835751,77.59273225451142,Pizza Place
344,R T Nagar,13.0251833,77.5920609,Kabab Manor,13.027214044775668,77.59344248062042,Snack Place
345,R T Nagar,13.0251833,77.5920609,Sichi Sagar,13.026661982855996,77.59098417341103,Vegetarian / Vegan Restaurant
346,R T Nagar,13.0251833,77.5920609,Sreeraj Lassi Bar,13.020796418775396,77.59256543182863,Juice Bar
347,R T Nagar,13.0251833,77.5920609,Baskin Robbins,13.021053079541469,77.59239077568054,Ice Cream Shop
348,R T Nagar,13.0251833,77.5920609,New Shanthi Sagar,13.02295840743395,77.59260014534762,Indian Restaurant
349,R T Nagar,13.0251833,77.5920609,Calcutta Victoria Chat House,13.026284897497508,77.59449228111632,Fast Food Restaurant
350,R T Nagar,13.0251833,77.5920609,Richies,13.023648530434066,77.59277769300162,Indian Restaurant
351,R T Nagar,13.0251833,77.5920609,Amma Bakery And Sweets,13.026220811180348,77.58862436066282,Bakery
352,R T Nagar,13.0251833,77.5920609,J.B.Bakery,13.020795399949254,77.59262548520337,Bakery
353,Rajanakunte,13.1691901,77.5639442,Rajankunte Railway Station,13.173059703423798,77.56517996218227,Train Station
354,Rajanakunte,13.1691901,77.5639442,Angsana Spa,13.171599861277501,77.56007516692121,Spa
355,Ramamurthy Nagar,13.0120218,77.6777817,Mayuri multi cuisine restaurant,13.010963981730605,77.67635904808013,Asian Restaurant
356,Ramamurthy Nagar,13.0120218,77.6777817,Karnataka Pani Puri Stall,13.011317731106534,77.67970843275128,Snack Place
357,Ramamurthy Nagar,13.0120218,77.6777817,Bata,13.01133212224172,77.67493874448434,Shoe Store
358,Ramamurthy Nagar,13.0120218,77.6777817,Lakshmi Theatre,13.010268117249481,77.67416707591268,Indie Movie Theater
359,Richmond Town,12.9626925,77.6041603,Siddique Kabab Centre,12.963019289958178,77.60580636873325,BBQ Joint
360,Richmond Town,12.9626925,77.6041603,Plan B,12.96211048113096,77.6014703382431,Pub
361,Richmond Town,12.9626925,77.6041603,Khazana,12.964263523095827,77.60549527374609,Indian Restaurant
362,Richmond Town,12.9626925,77.6041603,Khazana Food Paradise,12.96427551232876,77.60555941430088,Indian Restaurant
363,Richmond Town,12.9626925,77.6041603,Gold's Gym,12.966438118385152,77.60366005755068,Gym
364,Richmond Town,12.9626925,77.6041603,Toms Hotel,12.964937903045959,77.6068504138698,Hotel
365,Richmond Town,12.9626925,77.6041603,Makkah,12.963980326682087,77.60663814873249,Tea Room
366,Richmond Town,12.9626925,77.6041603,Fanoos,12.964384001093539,77.60672835642133,Middle Eastern Restaurant
367,Richmond Town,12.9626925,77.6041603,The Elanza Hotel,12.965258026120997,77.60216832457864,Hotel
368,Richmond Town,12.9626925,77.6041603,Hockey Club,12.961752893780158,77.60112926322857,Hockey Arena
369,Richmond Town,12.9626925,77.6041603,Koshys Bakery,12.965536613440756,77.60465825754187,Bakery
370,Richmond Town,12.9626925,77.6041603,Nature's Basket,12.962222856717714,77.60155693045321,Health Food Store
371,Richmond Town,12.9626925,77.6041603,Beijing Bites,12.965739460744535,77.6014579552782,Chinese Restaurant
372,Richmond Town,12.9626925,77.6041603,Cafe Coffee Day,12.96542585301969,77.60326834583037,Coffee Shop
373,Richmond Town,12.9626925,77.6041603,Richmond Park,12.963269149622992,77.60129876487682,Park
374,Richmond Town,12.9626925,77.6041603,Domino's Pizza,12.962043383013679,77.60135350277051,Pizza Place
375,Richmond Town,12.9626925,77.6041603,In  Wok,12.965235838641963,77.60275916768684,Chinese Restaurant
376,Richmond Town,12.9626925,77.6041603,Fatima Bakery & Supermarket,12.964937294516828,77.60683750192102,Bakery
377,Richmond Town,12.9626925,77.6041603,Cafe Coffee Day,12.965366052458782,77.60117753005413,Coffee Shop
378,Richmond Town,12.9626925,77.6041603,Just Juice,12.96144197332585,77.60152258262616,Juice Bar
379,Richmond Town,12.9626925,77.6041603,Johnson Market,12.964044884254541,77.60660312606831,Market
380,Richmond Town,12.9626925,77.6041603,Hyderabad House,12.965274356333987,77.60109467307906,Indian Restaurant
381,Sadashivanagar,13.0077079,77.5795893,Affinity Gym,13.009358335496437,77.57967813676564,Gym
382,Sadashivanagar,13.0077079,77.5795893,Starbucks,13.009074568908774,77.58042318321591,Coffee Shop
383,Sadashivanagar,13.0077079,77.5795893,Pulimunchi,13.006697755019108,77.57896819629818,Seafood Restaurant
384,Sadashivanagar,13.0077079,77.5795893,Godrej Nature's Basket,13.00546570910896,77.58071527104575,Department Store
385,Sadashivanagar,13.0077079,77.5795893,Sadashivnagar Bhashyam Circle,13.005981460666309,77.57868529008377,Plaza
386,Sadashivanagar,13.0077079,77.5795893,Angadi Galleria,13.005689433815105,77.58002845878543,Women's Store
387,Sadashivanagar,13.0077079,77.5795893,Café Coffee Day - Lounge,13.007536451664945,77.57955280498518,Café
388,Sadashivanagar,13.0077079,77.5795893,Sattvam,13.005504044819334,77.5807056336056,Indian Restaurant
389,Sadashivanagar,13.0077079,77.5795893,Chung Wah,13.003701281404263,77.57866302814473,Chinese Restaurant
390,Sadashivanagar,13.0077079,77.5795893,Polar Bear,13.007617855396752,77.57792534359076,Ice Cream Shop
391,Sadashivanagar,13.0077079,77.5795893,Cafe Coffee Day,13.00518093167234,77.58090046759425,Coffee Shop
392,Sadashivanagar,13.0077079,77.5795893,Starbucks,13.009077740805632,77.5803979967678,Coffee Shop
393,Sadashivanagar,13.0077079,77.5795893,Namdhari's Fresh,13.00341636761803,77.57842728791519,Department Store
394,Sadashivanagar,13.0077079,77.5795893,Aubree,13.004373552479356,77.57844463733994,Dessert Shop
395,Sadashivanagar,13.0077079,77.5795893,Chowdiah Memorial Hall,13.006501863554792,77.57561257024477,Performing Arts Venue
396,Sadashivanagar,13.0077079,77.5795893,Barista Lavazza,13.009091222572065,77.58055819196593,Café
397,Sadashivanagar,13.0077079,77.5795893,Swadhista Hotel,13.005548531412263,77.57880867093978,Indian Restaurant
398,Sadashivanagar,13.0077079,77.5795893,Good Food Store,13.003748362327105,77.57829912613018,Gourmet Shop
399,Sadashivanagar,13.0077079,77.5795893,Mint Masala,13.006820103577251,77.57902423180278,Indian Restaurant
400,Sadashivanagar,13.0077079,77.5795893,Food world,13.008925625680062,77.58053214293632,Department Store
401,Sadashivanagar,13.0077079,77.5795893,Nilgiri's,13.005603109604074,77.57836818695068,Department Store
402,Sadashivanagar,13.0077079,77.5795893,The Orchard,13.004803122186832,77.58116355555455,Indian Restaurant
403,Singanayakanahalli,13.1478621,77.5693207,Bhagini Pavilion,13.145139688294375,77.57004945384895,Indian Restaurant
404,Singanayakanahalli,13.1478621,77.5693207,baghini,13.145112815456265,77.57017818469615,Indian Restaurant
405,Singanayakanahalli,13.1478621,77.5693207,CCD @ SAI Leela,13.145064719956233,77.56775466201839,Café
406,Venkateshapura,13.0158279,77.6176968,M K Motors,13.016548156738281,77.61793518066406,Motorcycle Shop
407,Venkateshapura,13.0158279,77.6176968,HTM kabab center,13.019207954406738,77.61872863769531,Indian Restaurant
408,Venkateshapura,13.0158279,77.6176968,Axis Bank ATM,13.011449813843,77.618156433105,ATM
409,Vidhana Soudha,12.9797454,77.5906167279795,Vidhana Soudha,12.979027085191566,77.59188123080901,Capitol Building
410,Vidhana Soudha,12.9797454,77.5906167279795,Atria Hotel,12.980226955229458,77.58606746792793,Hotel
411,Vidhana Soudha,12.9797454,77.5906167279795,Fruit Salad Gaadi,12.978233565440924,77.59198195725462,Salad Place
412,Vidhana Soudha,12.9797454,77.5906167279795,Lobby @ ITC Gardenia,12.976568418439895,77.58903287358034,Garden
413,Vidhana Soudha,12.9797454,77.5906167279795,Wine Board,12.975635711495489,77.5900578480804,Vineyard
414,Vimanapura,12.96218,77.6635462,HAL Market,12.960848583125971,77.66619844786123,Farmers Market
415,Vimanapura,12.96218,77.6635462,In an Uber (Bangalore),12.959241849806524,77.66235652764256,Moving Target
416,Vimanapura,12.96218,77.6635462,Cha Bar,12.95876538056457,77.66271444135312,Café
417,Vimanapura,12.96218,77.6635462,HAL Main Gate,12.958626684485127,77.66507440624318,Bus Stop
418,Virgonagar,13.0331172,77.734857,hotel mandarathi,13.034399032592773,77.73491668701172,Breakfast Spot
419,Virgonagar,13.0331172,77.734857,kalyani motors,13.03184582145947,77.73097110393371,Auto Garage
420,Viveknagar Bangalore,12.95434485,77.6226954787814,madurai idly shop,12.9569784615648,77.62084756951806,Indian Restaurant
421,Viveknagar Bangalore,12.95434485,77.6226954787814,V.S.GARDEN,12.950910760926067,77.62307974435754,Indian Restaurant
422,Viveknagar Bangalore,12.95434485,77.6226954787814,Infotrackometrics,12.95387320884408,77.61870861053467,Antique Shop
423,Viveknagar Bangalore,12.95434485,77.6226954787814,Nandans Football Grounds,12.953854919760023,77.61842513420164,Football Stadium
424,Viveknagar Bangalore,12.95434485,77.6226954787814,Malabar Food Plaza,12.950425726401685,77.6244727332847,Fast Food Restaurant
425,Whitefield,12.9696365,77.7497448,Herbs and Spices,12.968145444339365,77.75086162627093,Eastern European Restaurant
426,Whitefield,12.9696365,77.7497448,Golds Gym,12.97221731296144,77.75052890663683,Gym / Fitness Center
427,Whitefield,12.9696365,77.7497448,Chef Baker's,12.969729807571616,77.75130192049029,Bakery
428,Whitefield,12.9696365,77.7497448,Royal Orchid Suites,12.966774389552356,77.75126172144326,Hotel
429,Whitefield,12.9696365,77.7497448,The river side bar and kitchen,12.967297991535775,77.74961434744236,Hotel Bar
430,Whitefield,12.9696365,77.7497448,Cheenavala,12.966435104932492,77.7493684737628,Kerala Restaurant
431,Whitefield,12.9696365,77.7497448,burgundy restaurant,12.96681221931033,77.75138015172881,Swiss Restaurant
432,Whitefield,12.9696365,77.7497448,Calvin's,12.973116652495362,77.74951376283913,Café
433,Whitefield,12.9696365,77.7497448,refresh,12.965621480928588,77.74923436060024,Café
434,Yelahanka,13.1006982,77.5963454,Kalyani Bajaj,13.099913405398219,77.59781834174261,Motorcycle Shop
435,Yelahanka,13.1006982,77.5963454,Glam Services,13.09991,77.596286,Health & Beauty Service
436,Yelahanka,13.1006982,77.5963454,Anup Caterers,13.100838171158413,77.59630680084229,Restaurant
437,Yelahanka,13.1006982,77.5963454,Yelahanka Railway Station,13.102922495184911,77.59239605392054,Train Station
438,Yelahanka Satellite Town,13.08913925,77.5827165877116,Kanti Sweets,13.093498229269551,77.58242890586968,Dessert Shop
439,Yelahanka Satellite Town,13.08913925,77.5827165877116,Vishwa Bakery,13.089937,77.583161,Café
440,Yelahanka Satellite Town,13.08913925,77.5827165877116,Ungli chats,13.085618500049325,77.5819144645794,Snack Place
441,Yelahanka Satellite Town,13.08913925,77.5827165877116,Sri Balaji Fruit Juice Centre,13.093603192051546,77.582429333099,Juice Bar
442,Adugodi,12.9428472,77.6104155,CCD,12.945474482977096,77.61092252699274,Café
443,Adugodi,12.9428472,77.6104155,Kormangala Indoor Stadium,12.943267788029967,77.60758787452407,Athletics & Sports
444,Adugodi,12.9428472,77.6104155,corner house,12.942486773222177,77.60752073285715,Ice Cream Shop
445,Adugodi,12.9428472,77.6104155,audugodi,12.942543281576826,77.60735287851492,Bus Station
446,Adugodi,12.9428472,77.6104155,Bosch Sports Pavilion,12.944127897790088,77.60699478841616,Playground
447,Anjanapura,12.8580811,77.5580713,capital club resorts,12.855978909708034,77.55565306417272,Pool
448,Banashankari III Stage,12.932708,77.5462535,Slv supreme fastfood,12.934932251251041,77.54731217337678,Breakfast Spot
449,Banashankari III Stage,12.932708,77.5462535,Domino's Pizza,12.931,77.543,Pizza Place
450,Banashankari III Stage,12.932708,77.5462535,Nilgiris,12.930465628227676,77.54698058197886,Department Store
451,Banashankari III Stage,12.932708,77.5462535,Sri Guru Juice Center,12.930590763905892,77.54746332248827,Juice Bar
452,Banashankari III Stage,12.932708,77.5462535,Cuppa,12.93048100979954,77.54362295305391,Coffee Shop
453,Banashankari III Stage,12.932708,77.5462535,Just Bake,12.930423425972057,77.5433374393534,Bakery
454,Banashankari,12.9152208,77.573598,Shivaji Military Hotel,12.917918586021823,77.57392499315985,Indian Restaurant
455,Banashankari,12.9152208,77.573598,Banashankari Metro Station,12.915297,77.573656,Metro Station
456,Banashankari,12.9152208,77.573598,Wine Baron,12.914514533359469,77.57282553009868,Liquor Store
457,Banashankari,12.9152208,77.573598,Total Fitness,12.91781590526685,77.57460942188031,Gym / Fitness Center
458,Banashankari,12.9152208,77.573598,Cane Fresh,12.91789431712416,77.5758589871903,Juice Bar
459,Bangalore Corporation Building,12.9547553,77.5923087,sakae,12.956508689304231,77.59238654534575,Japanese Restaurant
460,Bangalore Corporation Building,12.9547553,77.5923087,Courtyard Cafe,12.958457196981318,77.59314702896103,Café
461,Bangalore Corporation Building,12.9547553,77.5923087,Adyar Ananda Bhavan,12.954562264624496,77.59307072974964,Indian Restaurant
462,Bangalore Corporation Building,12.9547553,77.5923087,"MTR, Bangalore",12.9553370160236,77.59167194366455,Indian Restaurant
463,Bangalore Corporation Building,12.9547553,77.5923087,Vodafone | Store,12.955295193080715,77.59220838546753,Convenience Store
464,Bangalore Corporation Building,12.9547553,77.5923087,Kalmane Koffee,12.954288320085059,77.59182527163374,Coffee Shop
465,Bangalore Corporation Building,12.9547553,77.5923087,Shantinagar Bus Stand,12.954521894495224,77.59265346459622,Bus Station
466,Bangalore Corporation Building,12.9547553,77.5923087,KPN Travels,12.95294480333816,77.59367190977726,Bus Station
467,Bangalore Corporation Building,12.9547553,77.5923087,Foodys,12.957945192893682,77.59326497309198,Vegetarian / Vegan Restaurant
468,Bangalore Corporation Building,12.9547553,77.5923087,Rahham's Families International,12.958059070680637,77.59313575380783,Middle Eastern Restaurant
469,Bangalore Corporation Building,12.9547553,77.5923087,HOPCOMS,12.951217107405485,77.59111458769587,Shop & Service
470,Bangalore Corporation Building,12.9547553,77.5923087,Vision Cinemas,12.95345847136313,77.59047404075216,Multiplex
471,Bannerghatta Road,12.9106394,77.6000462,BBMP Park (Mini forest),12.908937451905127,77.5990885407604,Garden
472,Bannerghatta Road,12.9106394,77.6000462,PVR Cinemas,12.90762219988017,77.6010821476588,Multiplex
473,Bannerghatta Road,12.9106394,77.6000462,Vega City Mall,12.907603,77.60114,Shopping Mall
474,Bannerghatta Road,12.9106394,77.6000462,MTR 1924,12.911735072257436,77.59911823577959,Indian Restaurant
475,Bannerghatta Road,12.9106394,77.6000462,Starbucks,12.907550394224893,77.60122921299332,Coffee Shop
476,Bannerghatta Road,12.9106394,77.6000462,Pvr Imax,12.907846582007714,77.60141378236234,Multiplex
477,Bannerghatta Road,12.9106394,77.6000462,Lifestyle Stores,12.907541,77.601137,Clothing Store
478,Bannerghatta Road,12.9106394,77.6000462,Parkview,12.911358723314525,77.59888739000803,Indian Restaurant
479,Bannerghatta Road,12.9106394,77.6000462,Cuppa,12.911194993661297,77.59892626943575,Café
480,Bannerghatta Road,12.9106394,77.6000462,Shoppers Stop,12.912168219827283,77.60012710778368,Shopping Mall
481,Bannerghatta Road,12.9106394,77.6000462,Taco Bell,12.914266293802351,77.59980584984606,Fast Food Restaurant
482,Bannerghatta Road,12.9106394,77.6000462,Cafe Coffee Day,12.914326102072836,77.59978611825744,Café
483,Bannerghatta Road,12.9106394,77.6000462,Sri Ram Sweets Centre,12.914264371638499,77.60065990867294,Dessert Shop
484,Bannerghatta Road,12.9106394,77.6000462,Park View,12.911343881177432,77.59887878703218,Indian Restaurant
485,Bannerghatta Road,12.9106394,77.6000462,Pantaloons,12.914261700194592,77.59984025738412,Clothing Store
486,Bannerghatta Road,12.9106394,77.6000462,Crosswords,12.907036370028083,77.59894917625519,Bookstore
487,Bannerghatta Road,12.9106394,77.6000462,Nandhana Palace,12.911478263515981,77.60008328969325,Indian Restaurant
488,Bannerghatta Road,12.9106394,77.6000462,Papa John's,12.911838764812272,77.59993906250718,Pizza Place
489,Bannerghatta Road,12.9106394,77.6000462,Punjabi Times,12.911884703129259,77.59996211601671,Indian Restaurant
490,Bannerghatta Road,12.9106394,77.6000462,punjabi dhaba,12.911853229823892,77.60177997248897,Indian Restaurant
491,Bannerghatta Road,12.9106394,77.6000462,Deja Vu Restobar,12.914121781066637,77.59982308261016,Pub
492,Bannerghatta Road,12.9106394,77.6000462,Go Bowling,12.914428553346248,77.59976497960969,Bowling Alley
493,Bannerghatta Road,12.9106394,77.6000462,Krispy Kreme,12.907522,77.60123,Donut Shop
494,Bannerghatta Road,12.9106394,77.6000462,Burger King,12.907294,77.600744,Fast Food Restaurant
495,Bannerghatta Road,12.9106394,77.6000462,the ambient turret,12.914757254623597,77.59871363769163,Hotel
496,Bannerghatta,12.89558285,77.6026219227614,The Yellow Submarine,12.897625839916598,77.599696216796,Indian Restaurant
497,Bannerghatta,12.89558285,77.6026219227614,Chavadi,12.892199385202357,77.60253756930187,BBQ Joint
498,Bannerghatta,12.89558285,77.6026219227614,Subway,12.896811,77.5999,Sandwich Place
499,Bannerghatta,12.89558285,77.6026219227614,Cafe Coffee Day,12.893682385287692,77.60051250457764,Café
500,Bannerghatta,12.89558285,77.6026219227614,Cafe Coffee Day,12.895932769017463,77.59851019828724,Café
501,Basavanagudi,12.9417261,77.5755021,Rogue Elephant,12.941541392293871,77.57723352370775,Restaurant
502,Basavanagudi,12.9417261,77.5755021,South Thindies,12.938533002449914,77.57543728531792,Indian Restaurant
